Algorithm,RepeatIndex,ScenarioSeed,NumDynamicObstacles,NumStaticBuildings,Success,Collision,MetricValid,FailureReason,TriggerRatePercent,AvgCPUms,MaxCPUms,StdCPUms,MinDistanceMeter,MinClearanceMeter,ControlEffort,TotalClimbMeter,PathLengthMeter,EstimatedEnergyJ,EstimatedEnergyWh,Steps
SE-ET-NMPC,27,2053,5,15,1,0,1,Success,81.0606060606061,2000.92756893939,2578.6505,971.237491985726,2.74422692709344,1.01883402548043,108.678745562029,10.853320855334,59.6387875582955,2821.50980024726,0.783752722290905,132
SE-ET-NMPC,28,2054,5,15,1,0,1,Success,75.7575757575758,1867.73395909091,2613.1311,1060.8707298965,4.14459264667945,2.22655667130533,101.01661346222,11.0730972062,59.4092102791587,2810.80554890906,0.780779319141405,132
SE-ET-NMPC,29,2055,5,15,1,0,1,Success,77.3722627737226,1908.39281386861,2618.061,1036.1400343278,4.09602119052809,2.40054678303896,110.415986784995,12.8129645831347,61.0971461275906,2956.1787933426,0.8211607759285,137
SE-ET-NMPC,30,2056,5,15,1,0,1,Success,76.1194029850746,1876.08138731343,2614.151,1055.05500467202,4.92594145080418,3.29740110184449,101.703915298532,11.2723125557897,59.7153729021235,2852.36794382341,0.792324428839837,134
3D-APF,1,2027,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3D-APF,2,2028,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3D-APF,3,2029,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3D-APF,4,2030,5,15,1,0,1,Success,0,0.08461484375,1.196,0.105568120404053,3.10482243590701,1.09673602163026,109.103526019973,9.18968644829396,58.7536883145887,2715.38738930658,0.754274274807384,128
3D-APF,5,2031,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3D-APF,6,2032,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3D-APF,7,2033,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3D-APF,8,2034,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3D-APF,9,2035,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3D-APF,10,2036,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3D-APF,11,2037,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3D-APF,12,2038,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3D-APF,13,2039,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3D-APF,14,2040,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3D-APF,15,2041,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3D-APF,16,2042,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3D-APF,17,2043,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3D-APF,18,2044,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3D-APF,19,2045,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3D-APF,20,2046,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3D-APF,21,2047,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3D-APF,22,2048,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3D-APF,23,2049,5,15,1,0,1,Success,0,0.310429940119761,42.3422,3.27213212398415,1.79347766226188,0.178949365162254,136.648528510228,11.9246355774685,68.1036682506987,3529.96993205253,0.980547203347924,167
3D-APF,24,2050,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3D-APF,25,2051,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3D-APF,26,2052,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3D-APF,27,2053,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3D-APF,28,2054,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3D-APF,29,2055,5,15,1,0,1,Success,0,0.074448947368421,1.5785,0.111025009213437,1.97283924934039,0.221351086617082,144.473233567901,12.0867297337917,72.2324254256256,3963.02679289687,1.10084077580468,190
3D-APF,30,2056,5,15,1,0,1,Success,0,0.0589559523809524,0.1311,0.0128672806165399,2.55714842418925,0.663314566617566,137.897366731391,11.468849367631,68.6761877875048,3540.88633124091,0.983579536455808,168
RRT*,1,2027,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRT*,2,2028,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRT*,3,2029,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRT*,4,2030,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRT*,5,2031,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRT*,6,2032,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRT*,7,2033,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRT*,8,2034,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRT*,9,2035,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRT*,10,2036,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRT*,11,2037,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRT*,12,2038,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRT*,13,2039,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRT*,14,2040,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRT*,15,2041,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRT*,16,2042,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRT*,17,2043,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRT*,18,2044,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRT*,19,2045,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRT*,20,2046,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRT*,21,2047,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRT*,22,2048,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRT*,23,2049,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRT*,24,2050,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRT*,25,2051,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRT*,26,2052,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRT*,27,2053,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRT*,28,2054,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRT*,29,2055,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RRT*,30,2056,5,15,0,1,0,Collision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
